Date,open,high,low,close,volume,logret_1,overnight_ret,roc_5,rsi_14,macd_hist,atr_14_pct,vol_z_21,dist_sma20,roc_21,dist_sma50,dist_sma200,dist_sma400,bb_width_20_2,sma_slope_20,from_52w_high,from_52w_low,vol_ratio_21_252,vol_ratio_252_1260,trend_ok,drawdown_long,roc_1260,trend_slope_3y,from_ath,hv_yz_30_ext,hv_yz_270_ext,iv_atm_30_ext,iv_atm_90_ext,iv_atm_360_ext,iv_skew_30_ext,pc_ratio_oi_30_ext,pc_ratio_vol_30_ext,iv_ts_ratio_30_360,iv_minus_hv30,news_sent_mean,news_mean_w3,news_std_w3,news_mean_w21,news_std_w21,news_mean_w63,news_std_w63,news_mean_w126,news_std_w126
22-07-16,37.3895,37.564,37.1765,37.243,45554220,0.000577456,0.004503365,1.2808659,60.740393,-0.012832873,1.5086428,-0.84430256,0.017877702,4.8212778,0.032851116,0.17083685,,9.2203362,0.0721575,,,,,1,-0.30534461,,,-0.011833692,,,,,,,,,,,0,0,0,0,0,0,0,0,0
25-07-16,37.3275,37.425,36.7675,36.9805,53585800,-0.007073261,0.002266313,0.48093252,56.389187,-0.036066784,1.537824,-0.54468059,0.007903953,2.4277088,0.024955017,0.16078107,,8.2600092,0.0777325,,,,,1,-0.30534461,,,-0.018798588,,,,,,,,,,,0,0,0,0,0,0,0,0,0
26-07-16,37.1355,37.1565,36.637625,36.7795,50593840,-0.005450122,0.004182639,-0.589229,53.243947,-0.065569148,1.5365528,-0.6611063,-0.00058626,5.2406432,0.018659334,0.15264089,,6.309475,0.0866025,,,,,1,-0.30534461,,,-0.02413171,,,,,,,,,,,0,0,0,0,0,0,0,0,0
27-07-16,36.8985,37.047,36.693,36.8335,58262680,0.001467132,0.003230275,-1.2135922,53.986497,-0.081030944,1.4933559,-0.17484002,-0.001067858,6.5537491,0.019420566,0.15255546,,5.240458,0.08941,,,,,1,-0.30534461,,,-0.022698931,,,,,,,,,,,0,0,0,0,0,0,0,0,0
28-07-16,37.299,37.668,36.985,37.6305,152351600,0.021407135,0.012558759,1.0988273,63.260551,-0.039280641,1.5157193,3.4267563,0.017992501,6.3083551,0.039828523,0.17563277,,4.7634637,0.0935425,,,,,1,-0.30534461,,,-0.001552177,,,,,,,,,,,0,0,0,0,0,0,0,0,0
29-07-16,38.25,38.3,37.75,37.9405,135541000,0.008204251,0.016328668,1.8728352,66.12081,0.005150804,1.521997,2.2550417,0.023389427,6.0382895,0.046620047,0.18337751,,4.3093631,0.0930075,,,,,1,-0.30534461,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0
01-08-16,37.9935,38.525,37.853,38.387,71564100,0.011699717,0.001395949,3.8033558,69.771191,0.057632938,1.5218866,0.093554454,0.032504652,7.283195,0.056918941,0.1952265,,4.8545649,0.09554,,,,,1,-0.30534461,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0
02-08-16,38.1905,38.2505,37.851,38.029,72065600,-0.009369834,-0.005132067,3.3972729,63.832468,0.06093722,1.5271589,0.088826117,0.020646288,4.8092823,0.045398942,0.1822563,,4.8398782,0.0986825,,,,,1,-0.30534461,,,-0.009326074,,,,,,,,,,,0,0,0,0,0,0,0,0,0
03-08-16,37.853,37.9445,37.6125,37.732,71630500,-0.007840486,-0.00463879,2.4393555,59.321332,0.036998551,1.5080838,0.037827789,0.011519397,3.6451037,0.035586555,0.17134907,,4.8598441,0.086015,,,,,1,-0.30534461,,,-0.017063068,,,,,,,,,,,0,0,0,0,0,0,0,0,0
04-08-16,37.685,38.25,37.5175,38.0385,63564160,0.008090264,-0.001246404,1.0842269,62.283656,0.035669065,1.5266285,-0.21260176,0.018084833,3.1398707,0.042380294,0.17914706,,4.9941641,0.0702625,,,,,1,-0.30534461,,,-0.009078594,,,,,,,,,,,0,0,0,0,0,0,0,0,0
05-08-16,38.2405,38.4235,38.1545,38.299,54087820,0.006824982,0.005296359,0.94490057,64.640516,0.045563362,1.479745,-0.52606759,0.023675452,3.9928316,0.047864012,0.18533819,,5.4372114,0.0572475,,,,,1,-0.30534461,,,-0.002292443,,,,,,,,,,,0,0,0,0,0,0,0,0,0
08-08-16,38.3405,38.35,38.05075,38.328,39725440,0.000756913,0.001082993,-0.15369787,64.903448,0.047096195,1.4287779,-0.94457781,0.023576469,2.7822099,0.047177637,0.18430417,,5.8083495,0.0481825,,,,,1,-0.30534461,,,-0.001536979,,,,,,,,,,,0,0,0,0,0,0,0,0,0
09-08-16,38.3695,38.63,38.345,38.4155,37521820,0.002280324,0.001082174,1.0163296,65.731444,0.046933863,1.3798534,-0.95296447,0.024538327,1.9276181,0.047962876,0.18513658,,6.2217298,0.0468625,,,,,1,-0.30534461,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0
10-08-16,38.49,38.605,38.3095,38.428,32085600,0.000325337,0.001937443,1.8445881,65.855373,0.040824247,1.3358021,-1.0373293,0.023102881,2.7198246,0.046996601,0.18397414,,6.5023488,0.04771,,,,,1,-0.30534461,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0
